Restaurant Name,Restaurant Type,Reviewer's Name,Rating,Comment
Grand Shanghai Restaurant,"Chinese, Asian",kezhengz,5,"We had a family dinner (5 pax) and the food was excellent! The lobster bisque with rice is one of the best I’ve had, and the dessert were very memorable! Highly recommend the soufflé egg white with red bean paste and the glutinous dumpling dessert."
Grand Shanghai Restaurant,"Chinese, Asian",martinatan,5,"Just wanted to take a moment to compliment the service we received from Li Zong Miao on 8 Oct for our lunch. 

The servers were super busy, the restaurant was at capacity, and Zong Miao was fantastic!  She did a great job and great smile More"
Grand Shanghai Restaurant,"Chinese, Asian",cwonggggg,5,"First time making a review on TripAdvisor  Have to say, I really like their food. Good service, good food and great ambience from this place. 10/10 will return to this restaurant. 

Chef Jason does the most amazing dishes, together with their Restaurant Manager Brenda that More"
Grand Shanghai Restaurant,"Chinese, Asian",mhoyu,5,"Great food, nice ambience and excellent customer service. 
We were served by staff, Miao. She made great recommendation on the choice of food according to our liking. All the food she recommend was awesome. 
Miao is super friendly and always put up great smile. We More"
Grand Shanghai Restaurant,"Chinese, Asian",Natalieboonyn,5,"A wonderful lunch experience at Grand Shanghai, thumbs up for superb and friendly service by Li Zong Miao🙂🙂."
Grand Shanghai Restaurant,"Chinese, Asian",Niclimzz,5,Food was good and service was good as well. Chicken soup was fantastic. Place was quiet for lunch as well.
Grand Shanghai Restaurant,"Chinese, Asian",Audrey3033,5,Excellent & friendly service provided by Miss Miao. Overall the food are good but the chicken are a bit dry. The dessert recommended by Miss Miao is superb. Highly recommended.
Grand Shanghai Restaurant,"Chinese, Asian",Xvim84,5,"Visited 5th Dec

Service 5/5 served by Miss Miao
Food 4/5 taste of food is good
Price 2/5 a little pricey
Quality 5/5 produce are very fresh

I usually don't eat duck but the smoked duck is really fantastic.
I didn't give a 5/5 cause More"
Grand Shanghai Restaurant,"Chinese, Asian",Jason3033,5,Food quite tasty & service provided by Miao is excellent & friendly. Will definitely come back again. Cheers!
Grand Shanghai Restaurant,"Chinese, Asian",Chriscls88,5,"Excellent service. Especially Shi Yi, who has given great recommendations on dishes and table services."
Grand Shanghai Restaurant,"Chinese, Asian",14pom,5,"While at the restaurant, her service and manners were immaculate, and she had a good attitude while serving us. Greatly improved our experience at the restaurant!"
Grand Shanghai Restaurant,"Chinese, Asian",Mafaxac,5,Good food & Good Service. Especially Zhang Sih Yi & Li Zong Miao. Both has shown great service attitude.
Grand Shanghai Restaurant,"Chinese, Asian",brandifiedblast,5,"We came here for lunch, food is great as usual. Miao’s service is amazing my parents and I were very impressed with her. She recommends food according to your preference and is quick in her service."
Grand Shanghai Restaurant,"Chinese, Asian",DanielZ3385,5,"We enjoyed our meal here at The Grand Shanghai. Ah miao our waitress was great. 
 Truly exceptional serviceMore"
Grand Shanghai Restaurant,"Chinese, Asian",straystone,5,Li Zong Miao is an execellent staff .very attentative and helpfull ，always give me good recomendations for foiod .
Grand Shanghai Restaurant,"Chinese, Asian",Chong_600678,4,Food was good. Waitress Ms Li Zong Miao is very pleasant and helpful. Atmosphere is good. Will come again.
Grand Shanghai Restaurant,"Chinese, Asian",700jenesisc,5,"Thanks Zong Miao for being attentive to our table. Although the soup come in later, all dishes are great and enjoy the great service."
Grand Shanghai Restaurant,"Chinese, Asian",Steven C,5,"We returned to Grand Shanghai for lunch after a number of pleasant experiences of good food and great service. 

A special mention of Ms Li Zong Miao, who remembers us ( she gave excellent service during our last visit). Once again, she delivered amazing service More"
Grand Shanghai Restaurant,"Chinese, Asian",jkho69,5,"Excellent authentic shanghainese cuisine.
Chef and manager Brenda are friendly and professional.
Service staff Huang Ru and others provides good service. Pleasant place to dine in."
Grand Shanghai Restaurant,"Chinese, Asian",thadddd,5,Great food and beautiful decor. Love the duck and the lobster rice. Definitely would come back again.
Grand Shanghai Restaurant,"Chinese, Asian",zh_nhao,5,Great service by Brenda and Huang Lu for recommending food. Amazing claypot fish and noodles stir fried with prawns. Will return soon.
Grand Shanghai Restaurant,"Chinese, Asian",sarahlA4330WU,5,Great food at grand Shanghai. service by Ms Li Zong Miao Was amazing. Do look for her when you’re here!
Grand Shanghai Restaurant,"Chinese, Asian",benghao,5,"Came here for our wedding anniversary and was totally satisfied with the food. On top of that, we were greeted and served by the excellent Ms. Miao. Definitely will come back often in the future. 😊👍"
Grand Shanghai Restaurant,"Chinese, Asian",LawryOng,5,"Excellent and very friendly staff Li Zong Miao who attended to my parents and friend, giving us a very good recommendations on food and very lively. Excellent."
Grand Shanghai Restaurant,"Chinese, Asian",fionaf8888,4,"Impressed with Zong Miao’s service, efficient and friendly. Was a pleasure dining there, keep it up!"
Grand Shanghai Restaurant,"Chinese, Asian",Yorick86,5,Nice and friendly staff. Clearing our plate after every round of dish. The chilli crab is nice and fresh and shell are break till can peel off. Fried crabs are good too.
Grand Shanghai Restaurant,"Chinese, Asian",elliselimjy,5,Wonderful and creative dishes made with the seasonal hairy crab. Great service all round and especially from Huang Ru!More
Grand Shanghai Restaurant,"Chinese, Asian",12YENG,5,Excellent food and service by the waitress serving us. We had a lovely family dinner. Will definitely be back
Grand Shanghai Restaurant,"Chinese, Asian",samsoh61,5,Excellent Chinese restaurant to visit. The staff were so friendly. Miao and Brenda Chong and chef Jason were really the ambassadors for the restaurant and the food was really excellent been here before and the service gets better each time
Grand Shanghai Restaurant,"Chinese, Asian",laurayeo1234,5,Excellent food and service! A great evening for all of us. Thanks brenda and miao for hosting us so well!
Grand Shanghai Restaurant,"Chinese, Asian",ElijahOng7,5,"Came here again for the wonderful food. Always impressed with the quality of their signature dishes (Smoked duck and peking duck), was surprised with the lobster bisque and the hairy crab and egg.

Was served by the wonderful Ms Li Zong Miao, who was always More"
Grand Shanghai Restaurant,"Chinese, Asian",Korkurnut2211,5,"Had my wedding dinner at Grand Shanghai and the food was great. It was accompanied by friendly and helpful staff, namely Brenda Chong and Yan Ping. I enjoyed my time at the restaurant and would recommmend having a meal at Grand Shanghai restaurant."
Grand Shanghai Restaurant,"Chinese, Asian",Quekdabe0510,4,"Came with family for lunch 
Thanks for the Good service from staff Huang Ru 
Food has improved 
Like most of food items"
Grand Shanghai Restaurant,"Chinese, Asian",Pantsgiggle,5,"Do look for Huang Ru when you’re here. 
She’s knowledgeable with the restaurant's menu and what the daily special is  
All her recommended dish of the day and the chef’s recommendation of the day are all palatable to our taste buds. We will recommend the More"
Grand Shanghai Restaurant,"Chinese, Asian",jiaaaminn,5,"Good tasty food,Sharon Chu n huang ru very good service with patience n smile. Keep it up. Food came fast and of good quality, highly recommendedMore"
Grand Shanghai Restaurant,"Chinese, Asian",kecl2007,5,"Very good service by Li Zong Miao. Attentive despite very busy. Food was good too, as always. Highly recommended."
Grand Shanghai Restaurant,"Chinese, Asian",471kec,5,Great service! Waitress was attentive and friendly even though the restaurant was short-handed. Enjoy great Shanghainese fare at The Grand Shanghai.
Grand Shanghai Restaurant,"Chinese, Asian",ALFtravels,5,"Great food and best service! Would highly recommend for any kind of group, with family, friends, etc."
Grand Shanghai Restaurant,"Chinese, Asian",gdyd,5,"The food here is top-notch. The xiao long bao here is still the best I've tried in Singapore, as was the char Siew bao. The char Siew filling was fragrant without being overly sweet, and the bun is fluffy and light. The char Siew sou More"
Grand Shanghai Restaurant,"Chinese, Asian",Kelvin Z,5,Served by Miao and the service was excellent and so were the food. Throughly enjoyed the experience here and would definitely revisitMore
