Restaurant Name,Restaurant Type,Reviewer's Name,Rating,Comment,rating_class_main,rating_for_comment
Lolla,"Mediterranean, European",Eficheviotss,5,"Unassuming place, we were stroked by great food! Started with tender grilled octopus, tasty duck fat potatoes, ended with highly tender-juicy roasted pigeon breast with aubergine purée. Not overly sized food, just right for us. Attentive service. Definitely to come back for 👍👍",1,1
Crystal Jade Kitchen,$$ - $$$,chernenko_sergei,3,A chain restaurant offering upscale asian cuisine. Was not at all impressed by the food - i took its signature dish - Pecking duck and it was far from the best ones I tried in my life. Other stuff was OK but not Wow. I,0,0
Sabai Fine Thai on the Bay,"Asian, Thai",agc212094,5,"On a stop over from Australia was recommended to try this Restaurant.Well located beside the Fullerton Hotel at Marina Bay.
Extensive menu to cater for all tastes and very extensive wine list. The wine list is expensive but we were offered a wine not on ",1,1
Ma Maison,"Asian, Japanese",layda7,4,Went to Ma Maison with colleagues. Ordered a Hamburg Set. The taste fits well with my preferences. Portion is reasonable but price is a little bit on the high end. But it won't stop me from coming back. The settings and environment is quite unique .,1,1
Nanjing Impressions,"Chinese, Asian",Stajin,3,"Excellent decor, lovely music/band on stage. Service is very good. Pricing is reasonable. The one thing it falls short is the food! This restaurant is unique, however the question you ask is would you come back again. This is where the problem lies. The answer ",0,1
Manhattan,"American, Bar",401kirae,5,"Although the brunch is pricey it is worth It if you have a large appetite and can throw back several cocktails. Definitely do not eat a big breakfast before taking on this brunch.

The wait staff were very attentive and always made sure you had ",1,1
Hai Tien Lo,"Chinese, Asian",ChesterM100,3,"The food created by Chef Ben taste great. Great taste comes with a price. It's 
Pretty oily. As it's our 1st time, will remind the chefs to cut down on their oil. Would expect better service. 1 had to ask for 3 times and even ",0,0
TONO Cevicheria,"Peruvian, Seafood",DN164,3,"Went with a friend very recently for a late evening meal.

I had the tacos and my friend had a piece of fish. And 1 drink each.

Service and staff and ambience were fine.

However we felt the food was quite over priced for what ",0,0
Pollen,Mediterranean,Scottishsuese,5,"Well done to this restaurant- the food was delicious, service a little slow but did not matter and the ambience excellent. I enjoyed the burrata, tapenade and tomato starter, with sour dough bread. Great combination of flavours.",1,1
Long Beach Seafood Restaurant,"Chinese, Seafood",Amcgreg74,2,"Booked this place for a dinner specifically for the chili crab. Upon arrival was told that they were sold out of all crab, except the most expensive type and smallest was approx 4kg, making it about $800 as cheapest option for 5 of us just ",-1,-1
No Menu,"Italian, Mediterranean",SJK2000,2,No Menu used to be one of our favorite restaurants.  The service and food were consistently good and the staff was always friendly.   My husband and I decided to go there a few months ago for a date night.  We were immediately ushered to the,-1,-1
Kelly Jie Seafood (Former TPY Mellben),"Chinese, Seafood",Machigoh,3,"Brought my oversea friends for dinner at Kelly Jie as they requested for not so spicy chilli crabs. This place is popular for their signature crab bee hoon noodle.

We ordered 1 chilli crab, 1 salted egg crab, Italian prawn and shitake mushroom with shanghai ",0,0
iO Italian Osteria Singapore,"Italian, Mediterranean",jusdeananas,3,"The food is mostly a thumbs up (order the pork belly!), and the Italian owners warm-hearted and friendly, but my experience there over the weekend was spoilt by a surly employee at the door who pretty much barked at everyone - while being perfectly friendly ",0,1
Meatsmith,"American, Steakhouse",Mrs_A_Hutchinson,3,"We were ignored at the entrance and despite after sharing our reservation info and yet they served someone who came after us. 

Requested for lukewarm water but I was served with iced cold water and when I asked again, it was tap water. I gave ",0,-1
Fika Swedish Cafe and Bistro,"Cafe, European",Clarac80,3,"The cafe is very quaint and the food is not bad. But the price is really expensive for something you can get elsewhere. So I would probably not return again unless there’s a need to. 

The wait staff are friendly and prompt, altho 2 of ",0,0
The Penny Black Victorian London Pub,"Bar, European",debahayter,3,"Good location on the waterfront. Music. Seating inside and out. Large pub inside. Good range of craft beers, but pricey. Good for people spotting whilst sitting outside. One consolation, as a smoker, you can smoke outside.",0,0
Man Man Japanese Unagi Restaurant,$$ - $$$,LilyC1723,3,The wait to get in the restaurant was horrendous. Suppose on a saturday made it worse. Had to queue under the hot sun for more than 1 hour. The staff were friendly and helpful. Food was nice but not exceptional to warrant the inconvenience. The,0,-1
L'Angelus,"French, European",935didierc,2,"I was used to regularly go to L’angélus and really appreciated the ambiance, service and obviously traditional French cuisine quality.
However, the last experience there was really disappointing with major items on the menu being not available (and waitress admitting it has been the case ",-1,-1
Wild Rocket @ Mount Emily,"Asian, Fusion",goalgent,4,"Although we had some difficulties to find the actual restaurant (it's inside a hostel) we are really glad we went all the way from Orchard Road to Mount Emily for this restaurant. The atmosphere is fabulous, cosy and trendy. The food is Asian and also ",1,1
Char,"Chinese, Asian",Wong Y,3,"Went there early on Sunday. No crowd. Good service until the others came in. Had to do a lot of waving to seek service.
No complain on the food. My opinion was that the food was average but my relatives felt it was on the ",0,0
Ya Kun Kaya Toast,"Cafe, Fast food",angelinvelle,5,Always my favourite go to for traditional kaya and butter toast. Eat it hot instead of takeaway as the bread will turn soft and cold. I love the coffee and the silky barley too. Good place for traditional nanyang coffee and toast if you are,1,1
Song Fa Bak Kut Teh 17 New Bridge Road,"Asian, Singaporean",Richard_Heng,3,"As there is no Good rating, I put it as average
Very crowded, lots of customers willing to queue to get a taste of the famous Bah Kut Teh.
As I will like to let my overseas guests to try out, we waited for 20 mins for our seats (pretty fast)

Table arrangement is really cramped, limited space (they are maximizing the number of seats for business)

The Bah Kut Teh is good, but not great.
Braised pork leg, kind of disappointing, served in small pieces, the only unfinished dish
Ngoh Hiang is good, tasty

As there are many choices in Singapore for Bah Kut Teh, this restaurant didn't stand out.",0,0
J65,"Seafood, International",fastracer519,1,"We were led to the table and no one ever checked on us nor even bothered to clear our plates until we left the restaurant. Service is really lacking for both servers and chefs. Food was not topped up from 830pm onwards and was buffet was left looking very pathetic. Chefs did not even bother to assist despite me asking for a few more servings of oysters. Was even planning to hold a conference here but with this kind of service, I would like to reconsider my options elsewhere. Hoping this feedback would help improve their offerings and services.",-1,-1
Kintamani Indonesian Restaurant,"Asian, Indonesian",648zarm,3,"Some service staff looks annoyed when serving food. 
Difficult to find a staff near us. 
Food was all cold.
Most food items lacked flavours. 
Nothing stands out or worth mentioning. 
Additional drink are chargeble.
No hot drinks(machine spoilt)",0,-1
Founder Bak Kut Teh,"Chinese, Asian",Lai L,3,"As our hotel was just around the corner, the taxi driver highly recommended this place as one of the most popular bak kut the chain-store in the area.  We were there on a Wednesday night about 8.  The popular short ribs were sold out.  We ",0,-1
JB Ah Meng Restaurant,"Chinese, Seafood",jasonwP3050FU,5,JB Ah Meng has some of the best food I had in Singapore. The white pepper crab is world class and the staff are very friendly. Will be my first stop the next time I am in Singapore. Highly recommend if you are looking for,1,1
NAMI Restaurant and Bar,"Japanese, Sushi",lovemycab,3,"Stayed at the Shangri-La hotel for a week and tried Nami for dinner one night.  The restaurant is very nice and service is impeccable, but the food was very average.  We eat a lot of sushi and know what’s excellent and what’s not.  The prices ",0,0
The Market Grill,American,versailles2017,3,"Verdict: With so many other restaurants to boot along the Telok Ayer stretch,  I wouldn't come here again. 

Value: Serving portions are standard size - Not too big. Not too small. 

Food: Taste was sub-par. Scare factor was when a fly crawled out of my ",0,-1
