Restaurant Name,Restaurant Type,Webpage
698. Hero's,"Contemporary, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7364478-Reviews-Hero_s-Singapore.html
699. Casa MANINI,Italian,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13921526-Reviews-Casa_MANINI-Singapore.html
700. Acqua e Farina,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11950833-Reviews-Acqua_e_Farina-Singapore.html
701. Roland Restaurant Pte Ltd,"Seafood, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d799197-Reviews-Roland_Restaurant_Pte_Ltd-Singapore.html
702. Yakiniku Yazawa,"Japanese, Barbecue",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3186623-Reviews-Yakiniku_Yazawa-Singapore.html
703. Sinpopo . Brand,"Cafe, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4878724-Reviews-Sinpopo_Brand-Singapore.html
704. Well Dressed Salad Bar & Cafe,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4754427-Reviews-Well_Dressed_Salad_Bar_Cafe-Singapore.html
705. The Malayan Council,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8829815-Reviews-The_Malayan_Council-Singapore.html
706. Ikoi Japanese Restaurant,"Japanese, Sushi",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d794050-Reviews-Ikoi_Japanese_Restaurant-Singapore.html
707. Bumbu,"Asian, Indonesian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1144972-Reviews-Bumbu-Singapore.html
708. Bincho at Hua Bee,"Japanese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5857028-Reviews-Bincho_at_Hua_Bee-Singapore.html
709. Red Eye Smokehouse,"Southwestern, Barbecue",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8714387-Reviews-Red_Eye_Smokehouse-Singapore.html
710. The Penny Black Victorian London Pub,"Bar, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d968450-Reviews-The_Penny_Black_Victorian_London_Pub-Singapore.html
711. Sin Hoi Sai Eating House,"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1146897-Reviews-Sin_Hoi_Sai_Eating_House-Singapore.html
712. Forlino,"Italian, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1150885-Reviews-Forlino-Singapore.html
713. New Ubin CHIJMES,"Seafood, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13476703-Reviews-New_Ubin_CHIJMES-Singapore.html
714. Terra Tokyo Italian,"Italian, Japanese",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8819218-Reviews-Terra_Tokyo_Italian-Singapore.html
715. Feast Roxy,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4725364-Reviews-Feast_Roxy-Singapore.html
716. The Singapura Club - Little India,"Bar, Indian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17763240-Reviews-The_Singapura_Club_Little_India-Singapore.html
718. Sushi Tei,"Japanese, Sushi",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1230855-Reviews-Sushi_Tei-Singapore.html
719. Legendary Bak Kut Teh at Rangoon,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5430595-Reviews-Legendary_Bak_Kut_Teh_at_Rangoon-Singapore.html
720. Tong Le Private Dining,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4132272-Reviews-Tong_Le_Private_Dining-Singapore.html
721. Alaturka,"Mediterranean, Turkish",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1860817-Reviews-Alaturka-Singapore.html
"722. Song Fa Bak Kut Teh, UE BizHub East",Singaporean,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8678566-Reviews-Song_Fa_Bak_Kut_Teh_UE_BizHub_East-Singapore.html
723. Chin Huat Live Seafood,"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424291-Reviews-Chin_Huat_Live_Seafood-Singapore.html
724. Boomarang Bistro & Bar,"Bar, Pub",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1929332-Reviews-Boomarang_Bistro_Bar-Singapore.html
725. L'Espresso,British,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3589294-Reviews-L_Espresso-Singapore.html
726. The Market Grill,American,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4131487-Reviews-The_Market_Grill-Singapore.html
727. Saveur (Purvis),"Fusion, French",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3293370-Reviews-Saveur_Purvis-Singapore.html
728. W39 Bistro & Bakery,Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5421293-Reviews-W39_Bistro_Bakery-Singapore.html
729. Ginger,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12717532-Reviews-Ginger-Singapore.html
730. Knots Cafe and Living,Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11750565-Reviews-Knots_Cafe_and_Living-Singapore.html
731. Culina at COMO Dempsey,European,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1070014-Reviews-Culina_at_COMO_Dempsey-Singapore.html
732. Ninethirty (by Awfully Chocolate),"Singaporean, Cafe",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3982572-Reviews-Ninethirty_by_Awfully_Chocolate-Singapore.html
733. Marche Movenpick,"Bar, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3952235-Reviews-Marche_Movenpick-Singapore.html
734. The Study,"British, Fusion",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6864973-Reviews-The_Study-Singapore.html
"735. Plate, Carlton City Hotel Singapore","Asian, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10694647-Reviews-Plate_Carlton_City_Hotel_Singapore-Singapore.html
736. Alt. Pizza,"Bar, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6809347-Reviews-Alt_Pizza-Singapore.html
737. Jing Hua Xiao Chi,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4132254-Reviews-Jing_Hua_Xiao_Chi-Singapore.html
738. Employees Only,"Bar, Contemporary",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10553864-Reviews-Employees_Only-Singapore.html
739. Bochinche,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10536294-Reviews-Bochinche-Singapore.html
740. Braseiro,"French, Steakhouse",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8419459-Reviews-Braseiro-Singapore.html
741. Chinatown Seafood Restaurant,"Chinese, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1971687-Reviews-Chinatown_Seafood_Restaurant-Singapore.html
742. Bistro Gaston,"French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15709373-Reviews-Bistro_Gaston-Singapore.html
743. Kopi Tiam,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2539858-Reviews-Kopi_Tiam-Singapore.html
744. Si Wei Mao Cai,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2220775-Reviews-Si_Wei_Mao_Cai-Singapore.html
745. Toast Box Marina Bay Sands,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12008944-Reviews-Toast_Box_Marina_Bay_Sands-Singapore.html
746. PizzaExpress,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10467582-Reviews-PizzaExpress-Singapore.html
747. Wine Universe Restaurant Tapas Bar,"Swiss, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3856071-Reviews-Wine_Universe_Restaurant_Tapas_Bar-Singapore.html
748. Soup Restaurant - Paragon,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d847097-Reviews-Soup_Restaurant_Paragon-Singapore.html
749. Bee Cheng Hiang,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3600283-Reviews-Bee_Cheng_Hiang-Singapore.html
750. Luxe Singapore,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8449979-Reviews-Luxe_Singapore-Singapore.html
751. The Chop House I12 Katong,"Steakhouse, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9736049-Reviews-The_Chop_House_I12_Katong-Singapore.html
752. JB Ah Meng Restaurant,"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10339661-Reviews-JB_Ah_Meng_Restaurant-Singapore.html
753. Kintamani Indonesian Restaurant,"Asian, Indonesian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d946799-Reviews-Kintamani_Indonesian_Restaurant-Singapore.html
754. I'm Kim Korean BBQ,"Barbecue, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7158275-Reviews-I_m_Kim_Korean_BBQ-Singapore.html
755. Bar Stories,Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2538708-Reviews-Bar_Stories-Singapore.html
756. Venue by Sebastian,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12442232-Reviews-Venue_by_Sebastian-Singapore.html
757. Founder Bak Kut Teh,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5425505-Reviews-Founder_Bak_Kut_Teh-Singapore.html
758. Crab in da Bag,Seafood,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5421171-Reviews-Crab_in_da_Bag-Singapore.html
759. Zaffron Kitchen,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7376002-Reviews-Zaffron_Kitchen-Singapore.html
760. Uni Gallery by OosterBay,"Japanese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13186266-Reviews-Uni_Gallery_by_OosterBay-Singapore.html
761. La Taperia,"Mediterranean, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7312023-Reviews-La_Taperia-Singapore.html
762. Zaffron Kitchen,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3544496-Reviews-Zaffron_Kitchen-Singapore.html
763. Adam Road Food Centre,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d806626-Reviews-Adam_Road_Food_Centre-Singapore.html
764. Tandoori Corner - Balestier Road,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1580656-Reviews-Tandoori_Corner_Balestier_Road-Singapore.html
765. Whisk & Paddle,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8821082-Reviews-Whisk_Paddle-Singapore.html
766. Sanpoutei Ramen,"Japanese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7234990-Reviews-Sanpoutei_Ramen-Singapore.html
767. The Reading Room,"Bar, Cafe",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3438359-Reviews-The_Reading_Room-Singapore.html
768. Kko Kko Na Ra - Tanjong Pagar Main Outlet,"Asian, Korean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3529932-Reviews-Kko_Kko_Na_Ra_Tanjong_Pagar_Main_Outlet-Singapore.html
769. Imam Banana Leaf Restaurant,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7930588-Reviews-Imam_Banana_Leaf_Restaurant-Singapore.html
770. Spruce,Dining bars,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6953059-Reviews-Spruce-Singapore.html
771. Eight Treasures Vegetarian,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d886891-Reviews-Eight_Treasures_Vegetarian-Singapore.html
772. d.o.c,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d19007288-Reviews-D_o_c-Singapore.html
773. The Marmalade Pantry at Downtown,"Cafe, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9878727-Reviews-The_Marmalade_Pantry_at_Downtown-Singapore.html
774. Going Om,"Fusion, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9735029-Reviews-Going_Om-Singapore.html
775. Kuriya Dining,"Japanese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d806631-Reviews-Kuriya_Dining-Singapore.html
776. Tanjong Pagar Market And Food Centre,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d968483-Reviews-Tanjong_Pagar_Market_And_Food_Centre-Singapore.html
777. Kelly Jie Seafood (Former TPY Mellben),"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d811312-Reviews-Kelly_Jie_Seafood_Former_TPY_Mellben-Singapore.html
778. J65,"Seafood, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9735350-Reviews-J65-Singapore.html
779. Beauty in The Pot (KINEX),$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8537487-Reviews-Beauty_in_The_Pot_KINEX-Singapore.html
780. COCA Singapore - Ngee Ann City,Asian,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424378-Reviews-COCA_Singapore_Ngee_Ann_City-Singapore.html
781. JINJJA Chicken,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10317279-Reviews-JINJJA_Chicken-Singapore.html
782. SPRMRKT at Cluny Court,"Cafe, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3730449-Reviews-SPRMRKT_at_Cluny_Court-Singapore.html
783. Hashida Sushi Singapore,"Japanese, Sushi",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15579019-Reviews-Hashida_Sushi_Singapore-Singapore.html
784. Torio Japanese Restaurant,"Japanese, Sushi",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15590971-Reviews-Torio_Japanese_Restaurant-Singapore.html
785. Yantra,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1081062-Reviews-Yantra-Singapore.html
787. Ah Heng Curry Chicken Bee Hoon Mee,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424069-Reviews-Ah_Heng_Curry_Chicken_Bee_Hoon_Mee-Singapore.html
788. HANS IM GLUCK German Burgergrill,"German, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14985959-Reviews-HANS_IM_GLUCK_German_Burgergrill-Singapore.html
789. Tung Lok Seafood,"Chinese, Seafood",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1932060-Reviews-Tung_Lok_Seafood-Singapore.html
790. Chicken Up,"Asian, Korean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3675413-Reviews-Chicken_Up-Singapore.html
791. Jia Wei Chinese Restaurant,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3856402-Reviews-Jia_Wei_Chinese_Restaurant-Singapore.html
792. Jigger & Pony,Bar,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5001227-Reviews-Jigger_Pony-Singapore.html
793. In Piazza,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13273650-Reviews-In_Piazza-Singapore.html
794. Old Chang Kee,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5512932-Reviews-Old_Chang_Kee-Singapore.html
795. Carnivore Brazilian Churrascaria,"Steakhouse, Brazilian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3641009-Reviews-Carnivore_Brazilian_Churrascaria-Singapore.html
796. Two Blur Guys,"American, Diner",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5423920-Reviews-Two_Blur_Guys-Singapore.html
797. Bella Pizza,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d948335-Reviews-Bella_Pizza-Singapore.html
798. Kuvo,"European, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7360102-Reviews-Kuvo-Singapore.html
799. Sawasdee Thai Restaurant,"Asian, Thai",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5421131-Reviews-Sawasdee_Thai_Restaurant-Singapore.html
800. Ya Kun Kaya Toast-Raffles City,$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8492383-Reviews-Ya_Kun_Kaya_Toast_Raffles_City-Singapore.html
801. Keisuke Tonkotsu King,"Japanese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3974296-Reviews-Keisuke_Tonkotsu_King-Singapore.html
802. Pacamara Singapore,Cafe,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7618826-Reviews-Pacamara_Singapore-Singapore.html
803. PizzaExpress Duo Galleria,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12985864-Reviews-Pizza_Express-Singapore.html
804. Godmama,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17676852-Reviews-Godmama-Singapore.html
805. Hachi Restaurant,"Japanese, Sushi",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2515973-Reviews-Hachi_Restaurant-Singapore.html
806. Cibo Italiano,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9698417-Reviews-Cibo_Italiano-Singapore.html
807. Komyuniti Bar & Restaurant,"Bar, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15842875-Reviews-Komyuniti_Bar_Restaurant-Singapore.html
808. Bao Makers,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9877118-Reviews-Bao_Makers-Singapore.html
809. Ginger Thai,"Thai, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12929294-Reviews-Ginger_Thai-Singapore.html
"810. Tess Bar & Kitchen, Singapore","Bar, Wine Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7137298-Reviews-Tess_Bar_Kitchen_Singapore-Singapore.html
811. 2it&Drink,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7813313-Reviews-2it_Drink-Singapore.html
812. Tsukada Nojo,"Japanese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d4355810-Reviews-Tsukada_Nojo-Singapore.html
813. District 10 Bar & Restaurant,"Italian, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3589209-Reviews-District_10_Bar_Restaurant-Singapore.html
814. GoroGoro Steamboat & Korean Buffet,"Asian, Korean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d9796654-Reviews-GoroGoro_Steamboat_Korean_Buffet-Singapore.html
815. Supply and Demand,"Bar, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5020150-Reviews-Supply_and_Demand-Singapore.html
816. Angus Steak House Singapore,"Steakhouse, Grill",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d780686-Reviews-Angus_Steak_House_Singapore-Singapore.html
817. Balestier Market and Food Centre,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7247527-Reviews-Balestier_Market_and_Food_Centre-Singapore.html
818. B Burger,"Italian, American",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d13153127-Reviews-B_Burger-Singapore.html
819. Shun X Sakemaru,"Japanese, Fusion",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10082046-Reviews-Shun_X_Sakemaru-Singapore.html
820. SandBank,"American, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7284449-Reviews-SandBank-Singapore.html
821. Som Tam,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8714293-Reviews-Som_Tam-Singapore.html
822. Renku,"Cafe, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d12895727-Reviews-Renku-Singapore.html
823. Pita Bakery,"Mediterranean, Middle Eastern",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8869759-Reviews-Pita_Bakery-Singapore.html
824. Upper Place,European,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6940651-Reviews-Upper_Place-Singapore.html
825. Ah Meng Restaurant,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424041-Reviews-Ah_Meng_Restaurant-Singapore.html
826. The Sushi Bar,"Japanese, Sushi",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5431117-Reviews-The_Sushi_Bar-Singapore.html
827. Silk Road Restaurant,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d817459-Reviews-Silk_Road_Restaurant-Singapore.html
828. Dolcetto by Basilico,"Cafe, Italian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10214228-Reviews-Dolcetto_by_Basilico-Singapore.html
829. Summer Hill,European,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14047444-Reviews-Summer_Hill-Singapore.html
830. Sofra Turkish Cafe & Restaurant,"Mediterranean, Turkish",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d815843-Reviews-Sofra_Turkish_Cafe_Restaurant-Singapore.html
831. Makan@Jen,"Seafood, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7247369-Reviews-Makan_Jen-Singapore.html
832. Murugan Idli Shop,Indian,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1385547-Reviews-Murugan_Idli_Shop-Singapore.html
833. Putien,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2322961-Reviews-Putien-Singapore.html
834. Penang Place Restaurant,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d799331-Reviews-Penang_Place_Restaurant-Singapore.html
835. Open Door Policy,Contemporary,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2538624-Reviews-Open_Door_Policy-Singapore.html
836. Alley Bar,"Bar, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5927756-Reviews-Alley_Bar-Singapore.html
837. Restaurant Ibid,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14152935-Reviews-Restaurant_Ibid-Singapore.html
838. Loo's Hainanese Curry Rice,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424999-Reviews-Loo_s_Hainanese_Curry_Rice-Singapore.html
839. Operation Dagger,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7284008-Reviews-Operation_Dagger-Singapore.html
840. IKEA Restaurant,"European, Swedish",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d948686-Reviews-IKEA_Restaurant-Singapore.html
841. Earlybird,"Cafe, Fusion",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d14045239-Reviews-Earlybird-Singapore.html
842. YAYOI Japanese Teishoku Restaurant,Japanese,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5424680-Reviews-YAYOI_Japanese_Teishoku_Restaurant-Singapore.html
843. British Hainan,"Singaporean, Fusion",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6820946-Reviews-British_Hainan-Singapore.html
844. San Laksa Steamboat Pte. Ltd,"Asian, Soups",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1951060-Reviews-San_Laksa_Steamboat_Pte_Ltd-Singapore.html
845. Roosevelt's Diner & Bar,"American, Cafe",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6529233-Reviews-Roosevelt_s_Diner_Bar-Singapore.html
846. PS.Cafe at Martin Road,"Cafe, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8026540-Reviews-PS_Cafe_at_Martin_Road-Singapore.html
847. Princess Terrace Authentic Penang Food,"Asian, Malaysian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1128809-Reviews-Princess_Terrace_Authentic_Penang_Food-Singapore.html
848. poison ivy,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d940495-Reviews-Poison_ivy-Singapore.html
849. Tung Lok Signatures,$$ - $$$,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d966647-Reviews-Tung_Lok_Signatures-Singapore.html
850. Sushi Tei - Raffles City,"Japanese, Sushi",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d1030626-Reviews-Sushi_Tei_Raffles_City-Singapore.html
851. O'maJ,"Steakhouse, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5929137-Reviews-O_maJ-Singapore.html
852. Greendot,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8443967-Reviews-Greendot-Singapore.html
853. TungLok Heen,"Chinese, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6131911-Reviews-TungLok_Heen-Singapore.html
854. Fika Swedish Cafe and Bistro,"Cafe, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d8493227-Reviews-Fika_Swedish_Cafe_and_Bistro-Singapore.html
855. Tunglok Signatures,Chinese,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d6948245-Reviews-Tunglok_Signatures-Singapore.html
856. Paradise Dynasty at VivoCity,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7148023-Reviews-Paradise_Dynasty_at_VivoCity-Singapore.html
857. Miao Yi Vegetarian Restaurant,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d877683-Reviews-Miao_Yi_Vegetarian_Restaurant-Singapore.html
858. PocoLoco,"Italian, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10553782-Reviews-PocoLoco-Singapore.html
859. Caffee Cicheti,"International, Contemporary",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d11892106-Reviews-Caffee_Cicheti-Singapore.html
860. True Blue Cuisine,"Asian, Singaporean",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d787750-Reviews-True_Blue_Cuisine-Singapore.html
861. Le Binchotan,Japanese Fusion,https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10749998-Reviews-Le_Binchotan-Singapore.html
862. Mehfil Mughlai,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d19354434-Reviews-Mehfil_Mughlai-Singapore.html
863. La Pizzaiola,"Italian, Pizza",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d3856125-Reviews-La_Pizzaiola-Singapore.html
"864. La Dame de Pic, Raffles Singapore","French, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17851324-Reviews-La_Dame_de_Pic_Raffles_Singapore-Singapore.html
865. Noka,"Japanese, Sushi",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17708779-Reviews-Noka-Singapore.html
866. Preludio,"European, International",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d15231259-Reviews-Preludio-Singapore.html
867. Mr & Mrs Moghans Super Crispy Prata,"Indian, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d7355733-Reviews-Mr_Mrs_Moghans_Super_Crispy_Prata-Singapore.html
868. Frieda,"German, Bar",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d17415056-Reviews-Frieda-Singapore.html
869. Canton Paradise,"Chinese, Asian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5430797-Reviews-Canton_Paradise-Singapore.html
870. RENNthai,"Asian, Thai",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d2278669-Reviews-RENNthai-Singapore.html
871. Pu3 Restaurant,"Asian, Indonesian",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d5802090-Reviews-Pu3_Restaurant-Singapore.html
872. PocoLoco,"Italian, European",https://www.tripadvisor.com.sg/Restaurant_Review-g294265-d10481102-Reviews-PocoLoco-Singapore.html
